"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"2005","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2006","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2007","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2008","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2009","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2010","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2011","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2012","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2013","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2014","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2015","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2016","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2017","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2018","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2019","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2020","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2021","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2022","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2023","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2024","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2025","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2026","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2027","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2028","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2029","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2030","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2031","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2032","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2033","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2034","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2035","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2036","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2037","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2038","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2039","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2040","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2041","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2042","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2043","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2044","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2045","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2046","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2047","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2048","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2049","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2050","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2051","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2052","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2053","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2054","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2055","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2056","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2057","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2058","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2059","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2060","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2061","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2062","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2063","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2064","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2065","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2066","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2067","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2068","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2069","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2070","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2071","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2072","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2073","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2074","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2075","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2076","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2077","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2078","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2079","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2080","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2081","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2082","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2083","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2084","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2085","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2086","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2087","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2088","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2089","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2090","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2091","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2092","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2093","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2094","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2095","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2096","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2097","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2098","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2099","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2100","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2101","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2102","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2103","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2104","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2105","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2106","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2107","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2108","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2109","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2110","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2111","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2112","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2113","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2114","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2115","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2116","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2117","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2118","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2119","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2120","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2121","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2122","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2123","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2124","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2125","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2126","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2127","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2128","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2129","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2130","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2131","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2132","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2133","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2134","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2135","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2136","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2137","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2138","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2139","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2140","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2141","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2142","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2143","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2144","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2145","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2146","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2147","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2148","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2149","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2150","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2151","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2152","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2153","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2154","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2155","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2156","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2157","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2158","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2159","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2160","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2161","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2162","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2163","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2164","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2165","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2166","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2167","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2168","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2169","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2170","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2171","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2172","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2173","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2174","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2175","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2176","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2177","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2178","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2179","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2180","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2181","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2182","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2183","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2184","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2185","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2186","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2187","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2188","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2189","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2190","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2191","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2192","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2193","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2194","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2195","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2196","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2197","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2198","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2199","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2200","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2201","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2202","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2203","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2204","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2205","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2206","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2207","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2208","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2209","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2210","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2211","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2212","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2213","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2214","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2215","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2216","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2217","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2218","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2219","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2220","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2221","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2222","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2223","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2224","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2225","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2226","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2227","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2228","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2229","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2230","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2231","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2232","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2233","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2234","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2235","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2236","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2237","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2238","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2239","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2240","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2241","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2242","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2243","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2244","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2245","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2246","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2247","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2248","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2249","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2250","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2251","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2252","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2253","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2254","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2255","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2256","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2257","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2258","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2259","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2260","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2261","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2262","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2263","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2264","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2265","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2266","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2267","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2268","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2269","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2270","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2271","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2272","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2273","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2274","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2275","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2276","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2277","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2278","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2279","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2280","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2281","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2282","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2283","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2284","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2285","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2286","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2287","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2288","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2289","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2290","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2291","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2292","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2293","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2294","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2295","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2296","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2297","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2298","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2299","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2300","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2301","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2302","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2303","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2304","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2305","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2306","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2307","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2308","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2309","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2310","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2311","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2312","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2313","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2314","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2315","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2316","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2317","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2318","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2319","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2320","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2321","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2322","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2323","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2324","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2325","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2326","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2327","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2328","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2329","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2330","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2331","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2332","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2333","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2334","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2335","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2336","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2337","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2338","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2339","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2340","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2341","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2342","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2343","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2344","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2345","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2346","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2347","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2348","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2349","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2350","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2351","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2352","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2353","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2354","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2355","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2356","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2357","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2358","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2359","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2360","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2361","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2362","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2363","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2364","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2365","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2366","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2367","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2368","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2369","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2370","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"2371","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
